[01:00:08] IDS Traffic Simulator Started...
Targeting: http://localhost:5000/api/predict
[01:00:09] ✅ Tenant: TechCorp G | Src: 97.108.46.153   | Sig: Normal Traffic            | Sev: Low
[01:41:21] ✅ Tenant: Mercy Gene | Src: 49.38.158.246   | Sig: Normal Traffic            | Sev: Low
[01:41:25] ✅ Tenant: Oakridge P | Src: 82.217.30.205   | Sig: Normal Traffic            | Sev: Low
[01:41:27] 🚨 Tenant: Mercy Gene | Src: 103.104.1.178   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:41:32] ✅ Tenant: Local Sens | Src: 8.8.8.8         | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:41:35] ✅ Tenant: Mercy Gene | Src: 97.192.49.18    | Sig: Normal Traffic            | Sev: Low
[01:41:39] ✅ Tenant: Apex Finan | Src: 149.99.144.223  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:41:44] ✅ Tenant: TechCorp G | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:41:46] ✅ Tenant: City Munic | Src: 117.20.45.142   | Sig: Normal Traffic            | Sev: Low
[01:41:51] 🚨 Tenant: City Munic | Src: 237.141.210.219 | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:41:53] ✅ Tenant: Apex Finan | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:41:56] ✅ Tenant: City Munic | Src: 126.131.65.14   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:41:59] 🚨 Tenant: Local Sens | Src: 203.65.57.101   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:42:03] ✅ Tenant: Local Sens | Src: 83.209.43.213   | Sig: Normal Traffic            | Sev: Low
[01:42:08] 🚨 Tenant: Apex Finan | Src: 127.71.147.107  | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:42:11] ✅ Tenant: TechCorp G | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:42:14] ✅ Tenant: TechCorp G | Src: 51.66.233.71    | Sig: Normal Traffic            | Sev: Low
[01:42:17] ✅ Tenant: City Munic | Src: 117.59.65.163   | Sig: Normal Traffic            | Sev: Low
[01:42:21] ✅ Tenant: City Munic | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:42:25] ✅ Tenant: City Munic | Src: 210.97.235.176  | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:42:30] ✅ Tenant: TechCorp G | Src: 135.81.123.183  | Sig: Normal Traffic            | Sev: Low
[01:42:35] ✅ Tenant: Local Sens | Src: 210.28.91.244   | Sig: Normal Traffic            | Sev: Low
[01:42:39] ✅ Tenant: Mercy Gene | Src: 24.29.18.65     | Sig: Normal Traffic            | Sev: Low
[01:42:43] ✅ Tenant: TechCorp G | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:42:48] ✅ Tenant: Mercy Gene | Src: 203.154.243.93  | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:42:50] ✅ Tenant: Mercy Gene | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:42:52] ✅ Tenant: TechCorp G | Src: 189.151.164.224 | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:42:56] ✅ Tenant: Oakridge P | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:42:59] ✅ Tenant: Oakridge P | Src: 222.98.103.186  | Sig: Normal Traffic            | Sev: Low
[01:43:02] ✅ Tenant: Oakridge P | Src: 21.138.184.229  | Sig: Normal Traffic            | Sev: Low
[01:43:07] ✅ Tenant: Mercy Gene | Src: 185.22.14.102   | Sig: Normal Traffic            | Sev: Low
[01:43:08] ✅ Tenant: TechCorp G | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:43:14] ✅ Tenant: City Munic | Src: 78.128.211.244  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:43:15] ✅ Tenant: Oakridge P | Src: 255.27.190.230  | Sig: Normal Traffic            | Sev: Low
[01:43:17] ✅ Tenant: City Munic | Src: 40.235.230.97   | Sig: Normal Traffic            | Sev: Low
[01:43:22] ✅ Tenant: Mercy Gene | Src: 160.72.201.153  | Sig: Normal Traffic            | Sev: Low
[01:43:24] ✅ Tenant: Local Sens | Src: 195.254.182.127 | Sig: Normal Traffic            | Sev: Low
[01:43:27] 🚨 Tenant: City Munic | Src: 8.8.8.8         | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:43:32] ✅ Tenant: City Munic | Src: 122.174.171.19  | Sig: Normal Traffic            | Sev: Low
[01:43:34] ✅ Tenant: Local Sens | Src: 56.199.122.153  | Sig: Normal Traffic            | Sev: Low
[01:43:36] ✅ Tenant: City Munic | Src: 180.249.143.60  | Sig: Normal Traffic            | Sev: Low
[01:43:39] ✅ Tenant: City Munic | Src: 180.160.255.44  | Sig: Normal Traffic            | Sev: Low
[01:43:41] ✅ Tenant: Local Sens | Src: 157.184.162.4   | Sig: Normal Traffic            | Sev: Low
[01:43:45] ✅ Tenant: TechCorp G | Src: 26.12.166.212   | Sig: Normal Traffic            | Sev: Low
[01:43:47] ✅ Tenant: Oakridge P | Src: 34.150.96.81    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:43:51] ✅ Tenant: Local Sens | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:43:55] ✅ Tenant: TechCorp G | Src: 161.201.156.188 | Sig: Normal Traffic            | Sev: Low
[01:43:57] ✅ Tenant: Mercy Gene | Src: 141.101.64.0    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:44:00] ✅ Tenant: Local Sens | Src: 33.220.90.138   | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:44:03] ✅ Tenant: Mercy Gene | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:44:05] ✅ Tenant: City Munic | Src: 132.46.252.33   | Sig: Normal Traffic            | Sev: Low
[01:44:07] ✅ Tenant: TechCorp G | Src: 24.80.89.98     | Sig: Normal Traffic            | Sev: Low
[01:44:10] ✅ Tenant: Oakridge P | Src: 100.56.129.81   | Sig: Normal Traffic            | Sev: Low
[01:44:11] ✅ Tenant: Local Sens | Src: 245.70.254.202  | Sig: Normal Traffic            | Sev: Low
[01:44:16] ✅ Tenant: Local Sens | Src: 129.227.70.53   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:44:21] ✅ Tenant: Apex Finan | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:44:24] ✅ Tenant: TechCorp G | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:44:29] ✅ Tenant: Oakridge P | Src: 68.122.78.212   | Sig: Normal Traffic            | Sev: Low
[01:44:31] ✅ Tenant: Mercy Gene | Src: 45.12.99.11     | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:44:36] ✅ Tenant: City Munic | Src: 50.162.198.153  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:44:38] 🚨 Tenant: City Munic | Src: 190.93.240.0    | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:44:40] ✅ Tenant: Oakridge P | Src: 139.27.243.49   | Sig: Normal Traffic            | Sev: Low
[01:44:45] ✅ Tenant: Local Sens | Src: 80.30.128.89    | Sig: Normal Traffic            | Sev: Low
[01:44:47] ✅ Tenant: TechCorp G | Src: 96.25.30.73     | Sig: Normal Traffic            | Sev: Low
[01:44:51] ✅ Tenant: TechCorp G | Src: 158.40.83.159   | Sig: Normal Traffic            | Sev: Low
[01:44:54] ✅ Tenant: TechCorp G | Src: 220.51.139.241  | Sig: Normal Traffic            | Sev: Low
[01:44:57] ✅ Tenant: City Munic | Src: 211.95.26.33    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:44:59] ✅ Tenant: Apex Finan | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:45:03] ✅ Tenant: TechCorp G | Src: 49.34.33.59     | Sig: Normal Traffic            | Sev: Low
[01:45:07] ✅ Tenant: City Munic | Src: 59.107.127.197  | Sig: Normal Traffic            | Sev: Low
[01:45:11] 🚨 Tenant: Local Sens | Src: 190.93.240.0    | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:45:14] ✅ Tenant: Apex Finan | Src: 135.69.154.167  | Sig: Normal Traffic            | Sev: Low
[01:45:16] ✅ Tenant: Apex Finan | Src: 1.1.1.1         | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:45:22] ✅ Tenant: TechCorp G | Src: 146.110.29.59   | Sig: Normal Traffic            | Sev: Low
[01:45:26] ✅ Tenant: City Munic | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:45:31] ✅ Tenant: Oakridge P | Src: 90.111.192.100  | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:45:35] ✅ Tenant: Mercy Gene | Src: 1.1.1.1         | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:45:38] ✅ Tenant: Apex Finan | Src: 103.21.244.0    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:45:42] ✅ Tenant: Local Sens | Src: 54.97.229.226   | Sig: Normal Traffic            | Sev: Low
[01:45:46] ✅ Tenant: Apex Finan | Src: 196.24.2.51     | Sig: Normal Traffic            | Sev: Low
[01:45:48] ✅ Tenant: TechCorp G | Src: 147.129.225.224 | Sig: Normal Traffic            | Sev: Low
[01:45:50] ✅ Tenant: Apex Finan | Src: 101.222.61.161  | Sig: Normal Traffic            | Sev: Low
[01:45:54] ✅ Tenant: City Munic | Src: 23.83.176.33    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:45:57] ✅ Tenant: Apex Finan | Src: 65.213.75.239   | Sig: Normal Traffic            | Sev: Low
[01:46:00] ✅ Tenant: TechCorp G | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:46:06] ✅ Tenant: City Munic | Src: 222.182.79.211  | Sig: Normal Traffic            | Sev: Low
[01:46:08] ✅ Tenant: Oakridge P | Src: 1.1.1.1         | Sig: Normal Traffic            | Sev: Low
[01:46:11] ✅ Tenant: Local Sens | Src: 32.178.178.111  | Sig: Normal Traffic            | Sev: Low
[01:46:16] ✅ Tenant: Oakridge P | Src: 105.51.36.209   | Sig: Normal Traffic            | Sev: Low
[01:46:21] 🚨 Tenant: City Munic | Src: 246.186.44.114  | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:46:23] ✅ Tenant: Local Sens | Src: 187.151.194.148 | Sig: Normal Traffic            | Sev: Low
[01:46:25] ✅ Tenant: Local Sens | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:46:29] ✅ Tenant: Oakridge P | Src: 220.223.145.255 | Sig: Normal Traffic            | Sev: Low
[01:46:32] ✅ Tenant: Local Sens | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:46:36] ✅ Tenant: Local Sens | Src: 61.36.60.140    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:46:40] ✅ Tenant: City Munic | Src: 77.254.105.180  | Sig: Normal Traffic            | Sev: Low
[01:46:41] ✅ Tenant: Local Sens | Src: 56.45.142.148   | Sig: Normal Traffic            | Sev: Low
[01:46:43] ✅ Tenant: Oakridge P | Src: 8.8.8.8         | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:46:47] ✅ Tenant: Mercy Gene | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:46:48] ✅ Tenant: City Munic | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:46:51] ✅ Tenant: TechCorp G | Src: 157.55.212.26   | Sig: Normal Traffic            | Sev: Low
[01:46:52] ✅ Tenant: City Munic | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:46:54] ✅ Tenant: TechCorp G | Src: 103.21.244.0    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:46:58] 🚨 Tenant: Local Sens | Src: 115.111.84.91   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:47:01] 🚨 Tenant: Mercy Gene | Src: 60.113.242.63   | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:47:07] ✅ Tenant: Oakridge P | Src: 176.156.249.204 | Sig: Normal Traffic            | Sev: Low
[01:47:12] 🚨 Tenant: Apex Finan | Src: 172.10.80.253   | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:47:15] 🚨 Tenant: Local Sens | Src: 210.84.103.20   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:47:17] ✅ Tenant: TechCorp G | Src: 32.152.32.85    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:47:21] ✅ Tenant: Mercy Gene | Src: 190.129.224.152 | Sig: Normal Traffic            | Sev: Low
[01:47:26] ✅ Tenant: Mercy Gene | Src: 18.93.41.85     | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:47:29] 🚨 Tenant: Apex Finan | Src: 190.93.240.0    | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:47:31] ✅ Tenant: Mercy Gene | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:47:33] ✅ Tenant: Oakridge P | Src: 215.3.164.244   | Sig: Normal Traffic            | Sev: Low
[01:47:38] ✅ Tenant: Apex Finan | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:47:41] ✅ Tenant: Oakridge P | Src: 83.177.219.234  | Sig: Normal Traffic            | Sev: Low
[01:47:46] ✅ Tenant: Local Sens | Src: 220.187.35.189  | Sig: Normal Traffic            | Sev: Low
[01:47:48] ✅ Tenant: Mercy Gene | Src: 173.245.48.0    | Sig: Normal Traffic            | Sev: Low
[01:47:53] ✅ Tenant: Apex Finan | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:47:57] ✅ Tenant: TechCorp G | Src: 8.129.14.210    | Sig: Normal Traffic            | Sev: Low
[01:48:01] ✅ Tenant: TechCorp G | Src: 217.127.131.17  | Sig: Normal Traffic            | Sev: Low
[01:48:03] ✅ Tenant: TechCorp G | Src: 246.46.152.224  | Sig: Normal Traffic            | Sev: Low
[01:48:06] ✅ Tenant: Local Sens | Src: 45.12.99.11     | Sig: Normal Traffic            | Sev: Low
[01:48:10] ✅ Tenant: City Munic | Src: 154.125.199.137 | Sig: Normal Traffic            | Sev: Low
[01:48:12] ✅ Tenant: Mercy Gene | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:48:16] ✅ Tenant: Apex Finan | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:48:19] ✅ Tenant: TechCorp G | Src: 242.57.24.37    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:48:23] ✅ Tenant: Oakridge P | Src: 38.162.192.180  | Sig: Normal Traffic            | Sev: Low
[01:48:25] ✅ Tenant: TechCorp G | Src: 8.8.8.8         | Sig: Normal Traffic            | Sev: Low
[01:48:30] ✅ Tenant: TechCorp G | Src: 211.75.115.151  | Sig: Normal Traffic            | Sev: Low
[01:48:35] ✅ Tenant: Mercy Gene | Src: 28.13.245.209   | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:48:40] ✅ Tenant: City Munic | Src: 112.210.253.221 | Sig: Normal Traffic            | Sev: Low
[01:48:43] ✅ Tenant: Oakridge P | Src: 107.17.102.106  | Sig: Normal Traffic            | Sev: Low
[01:48:47] ✅ Tenant: Apex Finan | Src: 8.8.8.8         | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:48:50] ✅ Tenant: Mercy Gene | Src: 237.161.108.195 | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:48:54] 🚨 Tenant: Mercy Gene | Src: 173.245.48.0    | Sig: ET EXPLOIT Possible SQL I | Sev: High
[01:48:57] ✅ Tenant: City Munic | Src: 63.72.48.67     | Sig: Normal Traffic            | Sev: Low
[01:49:03] ✅ Tenant: Local Sens | Src: 246.32.154.55   | Sig: Normal Traffic            | Sev: Low
[01:49:08] ✅ Tenant: City Munic | Src: 191.139.227.51  | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:49:10] ✅ Tenant: Mercy Gene | Src: 41.193.151.66   | Sig: Normal Traffic            | Sev: Low
[01:49:15] 🚨 Tenant: Mercy Gene | Src: 250.11.26.180   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:49:19] ✅ Tenant: TechCorp G | Src: 8.82.186.99     | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:49:24] ✅ Tenant: Local Sens | Src: 86.250.117.74   | Sig: Normal Traffic            | Sev: Low
[01:49:26] ✅ Tenant: Apex Finan | Src: 218.195.196.3   | Sig: Normal Traffic            | Sev: Low
[01:49:29] 🚨 Tenant: TechCorp G | Src: 81.133.72.84    | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:49:33] ✅ Tenant: Oakridge P | Src: 162.168.117.228 | Sig: Normal Traffic            | Sev: Low
[01:49:35] ✅ Tenant: Mercy Gene | Src: 253.203.183.102 | Sig: Normal Traffic            | Sev: Low
[01:49:38] ✅ Tenant: City Munic | Src: 130.47.135.101  | Sig: Normal Traffic            | Sev: Low
[01:49:39] ✅ Tenant: Local Sens | Src: 118.182.38.200  | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:49:44] ✅ Tenant: Mercy Gene | Src: 53.117.181.161  | Sig: Normal Traffic            | Sev: Low
[01:49:48] ✅ Tenant: TechCorp G | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:49:53] ✅ Tenant: Oakridge P | Src: 252.30.200.37   | Sig: Normal Traffic            | Sev: Low
[01:49:55] ✅ Tenant: City Munic | Src: 157.61.203.249  | Sig: Normal Traffic            | Sev: Low
[01:49:59] 🚨 Tenant: City Munic | Src: 87.194.35.176   | Sig: ET WEB_SERVER Apache Log4 | Sev: Critical
[01:50:02] ✅ Tenant: Mercy Gene | Src: 190.93.240.0    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:50:03] ✅ Tenant: Local Sens | Src: 173.63.159.21   | Sig: Normal Traffic            | Sev: Low
[01:50:08] ✅ Tenant: Local Sens | Src: 173.245.48.0    | Sig: ET POLICY SSH Brute Force | Sev: Medium
[01:50:10] ✅ Tenant: City Munic | Src: 172.223.153.123 | Sig: Normal Traffic            | Sev: Low
[01:50:11] ✅ Tenant: Oakridge P | Src: 243.106.185.230 | Sig: Normal Traffic            | Sev: Low
[01:50:16] ✅ Tenant: TechCorp G | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:50:20] ✅ Tenant: City Munic | Src: 1.227.71.43     | Sig: Normal Traffic            | Sev: Low
[01:50:25] ✅ Tenant: Oakridge P | Src: 236.207.127.113 | Sig: Normal Traffic            | Sev: Low
[01:50:30] ✅ Tenant: Mercy Gene | Src: 99.81.51.44     | Sig: Normal Traffic            | Sev: Low
[01:50:31] ✅ Tenant: City Munic | Src: 176.218.193.194 | Sig: Normal Traffic            | Sev: Low
[01:50:34] ✅ Tenant: TechCorp G | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
[01:50:36] ✅ Tenant: Local Sens | Src: 247.220.124.10  | Sig: Normal Traffic            | Sev: Low
[01:50:40] ✅ Tenant: Mercy Gene | Src: 139.181.113.65  | Sig: Normal Traffic            | Sev: Low
[01:50:44] ✅ Tenant: Mercy Gene | Src: 190.93.240.0    | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:50:46] ✅ Tenant: Apex Finan | Src: 141.101.64.0    | Sig: Normal Traffic            | Sev: Low
[01:50:50] ✅ Tenant: Apex Finan | Src: 190.93.240.0    | Sig: Normal Traffic            | Sev: Low
[01:50:53] ✅ Tenant: Mercy Gene | Src: 45.12.99.11     | Sig: ET SCAN Nmap Scripting En | Sev: Medium
[01:50:57] ✅ Tenant: Local Sens | Src: 103.21.244.0    | Sig: Normal Traffic            | Sev: Low
